cnpj,razao_social,nome_fantasia,logradouro,numero,complemento,bairro,cidade,uf,dados_cbo
84328400000110,S L ARMANI,CLINICA EQUILIBRIO,RUA DELMAR PISMEL,,NR 125,CONJUNTO GUIOMARD SA,RIO BRANCO,AC,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
294508000140,UNIDADE CARDIOLOGICA DE ALAGOAS LTDA,UNICAR,RUA SAO FRANCISCO,,N. 458,CENTRO,ARAPIRACA,AL,
725773472,ABELARDO BARBOSA ESPINDOLA,ABELARDO BARBOSA ESPINDOLA,RUA,,N.177 - AO LADO CJ JOSE DA SILVA PEIXOTO,JACINTINHO,MACEIO,AL,"{""225105"": {""profissao"": ""Médico"", ""especialidades"": [""acupunturista""]}, ""225195"": {""profissao"": ""Médico"", ""especialidades"": [""homeopata""]}}"
748713409,VALQUIRIA MARIA BEZERRA DA SILVA LIRA,VALQUIRIA MARIA BEZERRA DA SILVA LIRA,"RUA JOAQUIM NABUCO, 74",,"QUADRA 0062, LOTE 0703",FAROL,MACEIÓ,AL,"{""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
763352403,MARCELO MENEZES MALTA,MARCELO MENEZES MALTA,RUA DEPUTADO ELISEU TEIXEIRA ,,"N. 488, CENTRO DE ESPECIALIDADES DO HOSP",PONTA VERDE,MACEIÓ,AL,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225210"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião cardiovascular""]}}"
767127455,KARINE BARBOZA DE MEDEIROS LIMA,KARINE BARBOZA DE MEDEIROS LIMA,AV DES BARRETO CARDOSO,,N. 122 - CLINIVIDA,G LOURDES,MACEIÓ,AL,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}}"
768659400,MIRELLA ANDION MELO SANTOS RODRIGUES,MEDKIDS,AV DEPA CECI CUNHA - ATÉ 271 - LADO ÍMPA,,N.157,AT CRUZEIRO,ARAPIRACA,AL,"{""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}}"
772632430,MIDYAN REBECA DE BARROS NOVAES,MIDYAN REBECA DE BARROS NOVAES,AL-115 N 3127,," PÔR DO SOL  RESIDENCE,EDF MARGARIDA APT",BOM SUCESSO,ARAPIRACA,AL,"{""225170"": {""profissao"": ""Médico"", ""especialidades"": [""generalista""]}}"
881913464,DIOGO LUCAS BARROS PEREIRA,DIOGO LUCAS BARROS PEREIRA,RUA HUGO CORRÊA PAES ,,N. 253 - HOSPITAL MEMORIAL ARTHUR RAMOS,GRUTA DE LOURDES,MACEIÓ,AL,"{""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}}"
1013075439,YASMIN CAVALCANTI DUARTE DE OLIVEIRA,YASMIN CAVALCANTI DUARTE DE OLIVEIRA,RUA JOÃO CORREIA DE ARAÚJO - DE 517/518 ,,Nº 129,GRUTA DE LOURDES,MACEIÓ,AL,"{""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}}"
1026686474,ALESSANDRA CINTHYA DUARTE LOPES,ALESSANDRA CINTHYA DUARTE LOPES,RUA DOUTOR JOSÉ AFFONSO DE MELLO ,,N. 68 SL 721 - HARMONY MEDICAL CENTER,JATIÚCA,MACEIÓ,AL,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}}"
1295308000174,CUYABANO SERVICOS MEDICOS EIRELI,CONSULTORIO NELSON CUYABANO,"AVENIDA COMENDADOR GUSTAVO PAIVA 2990, M",,N. 2990 LOJA 309 2º PISO - GASTROMED,MANGABEIRAS,MACEIÓ,AL,"{""225110"": {""profissao"": ""Médico"", ""especialidades"": [""alergista e imunologista""]}}"
1473288000184,PAIVA E GAMA LTDA,SCHWARTZ E PAIVA MEDICINA AVANCADA,AVENIDA SILVIO CARLOS VIANA,,N 1751,PONTA VERDE,MACEIÓ,AL,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
1677488000159,CENTRO CLINICO E CARDIOLOGICO LTDA,CENTRO CLINICO E CARDIOLOGICO,R SILVA SAMPAIO,,N. 796 - SL 23 ED WALL STREET,POÇO,MACEIÓ,AL,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}}"
1707112000140,COOPERATIVA DOS MEDICOS DA SANTA CASA DE MACEIO,SANTACOOP-MCZ,R DIAS CABRAL - ATÉ 559/560,,N. 424,CENTRO,MACEIÓ,AL,"{""225103"": {""profissao"": ""Médico"", ""especialidades"": [""infectologista""]}, ""225109"": {""profissao"": ""Médico"", ""especialidades"": [""nefrologista""]}, ""225110"": {""profissao"": ""Médico"", ""especialidades"": [""alergista e imunologista""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225121"": {""profissao"": ""Médico"", ""especialidades"": [""oncologista clínico""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225140"": {""profissao"": ""Médico"", ""especialidades"": [""do trabalho""]}, ""225151"": {""profissao"": ""Médico"", ""especialidades"": [""anestesiologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}, ""225210"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião cardiovascular""]}, ""225215"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião de cabeça e pescoço""]}, ""225220"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião do aparelho digestivo""]}, ""225230"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião pediátrico""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}, ""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225295"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião da mão""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
1777047000129,INSTITUTO DA MAMA DE ALAGOAS LTDA,INSTITUTO DA MAMA DE ALAGOAS,AVENIDA DESEMBARGADOR VALENTE DE LIMA - ,,N. 33,MANGABEIRAS,MACEIÓ,AL,"{""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}}"
1840603000164,POLICLINICA AGAPE LTDA,POLICLINICA AGAPE,PRAÇA TREZE DE MAIO ,,Nº 154,POÇO,MACEIÓ,AL,"{""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
1864858000167,DILAB- DIAGNOSTICO LABORATORIAL S/S LTDA,DILAB LABORATORIO,R Dr José A de Mello                    ,,Harmony Trade Center N. 118,Jatiúca             ,MACEIO,AL,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
1898935408,SANIA CRISTINA FERREIRA DA SILVA,SANIA CRISTINA FERREIRA DA SILVA,R DA ROSA DA FONSECA,,N. 46,PRADO,MACEIÓ,AL,"{""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}}"
1915949000184,ONCOCLINICA SERVICOS ONCOLOGICOS LTDA,ONCOCLINICA,RUA JOSE FREIRE DE MOURA                ,,N. 45,PONTA VERDE         ,MACEIO,AL,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""225109"": {""profissao"": ""Médico"", ""especialidades"": [""nefrologista""]}}"
1992004404,FABIANA PIECH NUNES FERRO,FABIANA PIECH NUNES FERRO,R DR JOSÉ A DE MELLO,,"Nº68, 2º PAVIMENTO",JATIÚCA,MACEIÓ,AL,"{""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}}"
2042694000155,COOPERATIVA DOS MEDICOS DO HOSPITAL DA AGRO INDUSTRIA DO ACUCAR E DO ALCOOL DE ALAGOAS,COOPHAIA - MCZ,AVENIDA FERNANDES LIMA - ATÉ 812 - LADO ,,S/N KM 05 - HOSPITAL VEREDAS,FAROL,MACEIÓ,AL,"{""225103"": {""profissao"": ""Médico"", ""especialidades"": [""infectologista""]}, ""225109"": {""profissao"": ""Médico"", ""especialidades"": [""nefrologista""]}, ""225110"": {""profissao"": ""Médico"", ""especialidades"": [""alergista e imunologista""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225118"": {""profissao"": ""Médico"", ""especialidades"": [""nutrologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225140"": {""profissao"": ""Médico"", ""especialidades"": [""do trabalho""]}, ""225150"": {""profissao"": ""Médico"", ""especialidades"": [""medicina intensiva""]}, ""225151"": {""profissao"": ""Médico"", ""especialidades"": [""anestesiologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}, ""225215"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião de cabeça e pescoço""]}, ""225220"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião do aparelho digestivo""]}, ""225230"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião pediátrico""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}, ""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
2044855410,HERNILZA GOES DE OLIVEIRA,HERNILZA GOES DE OLIVEIRA,RUA DOM VITAL ,,85,FAROL,MACEIÓ,AL,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
2080885472,FRANCISCO AMERICO DE ALMEIDA SILVA,FRANCISCO AMERICO DE ALMEIDA SILVA,RUA DESEMBARGADOR JERÔNIMO DE ALBUQUERQU,,N. 347 APT 202 - EDF. MONTE CARLOS,PONTA VERDE,MACEIÓ,AL,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}}"
2108799000160,UNIDADE DE NEFROLOGIA DE ALAGOAS LTDA,UNIRIM - AL,AVENIDA ARYOSVALDO PEREIRA CINTRA,,N. 152,GRUTA DE LOURDES,MACEIÓ,AL,"{""225109"": {""profissao"": ""Médico"", ""especialidades"": [""nefrologista""]}}"
2157008489,CARLOS ROMERIO COSTA FERRO,CARLOS ROMERIO COSTA FERRO,AVENIDA DOM ANTÔNIO BRANDÃO,,N. 203 SALA 707 EMPRESARIAL OFFICES,FAROL,MACEIÓ,AL,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}}"
2190770459,JOSE NUNES DA SILVA,JOSE NUNES DA SILVA,AV,,N. 6641 - APT. 101,JATIUCA,MACEIÓ,AL,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}}"
2230590480,ELIONAI DA SILVA CABRAL,ELIONAI DA SILVA CABRAL,AV,,CENTRO EMPRESARIAL MEGA OFFICE,FAROL,MACEIO,AL,"{""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
2250873402,KARINE DIAS VANDERLEI COIMBRA,KARINE DIAS VANDERLEI COIMBRA,R Dr José A de Mello                    ,,N 118,Jatiúca             ,MACEIO,AL,"{""225105"": {""profissao"": ""Médico"", ""especialidades"": [""acupunturista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}}"
2273152000193,INSTITUTO DE OTORRINOLARINGOLOGIA E FONOAUDIOLOGIA DE ALAGOAS S/S LTDA,OTOCLINIC,AV D ANTÔNIO BRANDÃO,,N. 354,FAROL,MACEIÓ,AL,"{""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
2321947000120,"C D I - CENTRO DE IMAGEM, DIAGNOSTICO E TRATAMENTO LTDA",IMAGEM PLENA,RUA,,N. 766,MANGABEIRAS,MACEIO,AL,"{""223212"": {""profissao"": ""Cirurgião"", ""especialidades"": [""dentista - endodontista""]}}"
2346295418,VANESSA GOMES DE OLIVEIRA SANTANA,VANESSA GOMES DE OLIVEIRA SANTANA,TRAVESSA,,297,GRUTA,MACEIÓ,AL,"{""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
2522221485,SILVIA PATRICIA DE SOUZA SILVA,SILVIA PATRICIA DE SOUZA SILVA,RUA BACHAREL FLORIANO IVO,,"NÚMERO 174, 2º ANDAR, SALA 204",FAROL,MACEIÓ,AL,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
2587195403,AILSON NICACIO LUCENA,AILSON NICACIO LUCENA,AVENIDA WANDERLEY,,N. 465 SALA 1,SANTA LUZIA,PENEDO,AL,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}}"
2939989000129,UROMED SOCIEDADE CIVIL LTDA,UROMED,RUA DOUTOR MANOEL GONÇALVES FERREIRA ,,N 99,GRUTA DE LOURDES,MACEIÓ,AL,
3167154411,RODRIGO CARVALHO MONTEIRO,RODRIGO CARVALHO MONTEIRO,RUA ARTUR VITAL DA SILVA                ,,77,GRUTA DE LOURDES    ,MACEIO,AL,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
3282438419,MARINA VIEGAS MOURA REZENDE RIBEIRO,MARINA VIEGAS MOURA REZENDE RIBEIRO,RUA,,N. 48,CENTRO,MACEIO,AL,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
3393554417,ROSEANE DE ALMEIDA MENDONCA,ROSEANE DE ALMEIDA MENDONCA,AVENIDA,,,SAO JORGE,MACEIÓ,AL,"{""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
3465740000191,CLINICA MULTIFUNCIONAL BEM ESTAR LTDA,CLINICA BEM ESTAR,AVENIDA JUCA SAMPAIO ,,"2247, SALA 49 A 53",FEITOSA,MACEIÓ,AL,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""223905"": {""profissao"": ""Terapeuta"", ""especialidades"": [""ocupacional""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
3585073409,CINTIA ALBUQUERQUE AMORIM,CINTIA ALBUQUERQUE AMORIM,PÇ DO CENTENÁRIO,,N 08 SL 612/613 CENTENARIO OFFICE,FAROL,MACEIÓ,AL,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}}"
3673401000109,FISIO TERAPIAS INTERDISCIPLINARES LTDA,FISIO TERAPIAS INTERDISCIPLINARES,R PRF AURINO MACIEL,,N. 187,FAROL,MACEIÓ,AL,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225105"": {""profissao"": ""Médico"", ""especialidades"": [""acupunturista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
3759765000106,MILTON MACHADO DERMATOLOGIA S/S LTDA,MILTON MACHADO,RUA,,N 215 A,FAROL,MACEIO,AL,"{""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}}"
3814836000118,SERDIMED - SERVICOS DIAGNOSTICOS MEDICOS LTDA,INSTITUTO DA IMAGEM,AV.                                     ,,Nº 2990 SALA 27,MANGABEIRAS         ,MACEIO,AL,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}}"
3965385000110,HIDROCLINICA SERVICOS LTDA,HIDROCLINICA,RUA DEPUTADO JOSÉ LAGES ,,N 395,PONTA VERDE,MACEIÓ,AL,"{""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
4042803407,GUSTAVO HENRIQUE SILVA BARBARA,GUSTAVO HENRIQUE SILVA BARBARA,RUA JOÃO LISBOA CALHEIROS ,,N. 98 - CLÍNICA CARLOS FRANCO,TABULEIRO DO MARTINS,MACEIÓ,AL,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}}"
4250337000108,LOGOS SAUDE LTDA,LOGOS SAUDE LTDA,ENGENHEIRO MARIO DE GUSMAO,,90,PONTA VERDE,MACEIÓ,AL,
4254336000131,CITOLOGIA COLPOSCOPIA E EXAMES COMPLEMENTARES LTDA,CITOLOGIA COLPOSCOPIA E EXAMES COMPLEMENTARES,AVENIDA DOUTOR ANTÔNIO GOMES DE BARROS -,,N 625 SALA 919 EDF THE SQUARE,JATIÚCA,MACEIÓ,AL,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
4627381000194,UNICLINICAS MEDICINA ESPECIALIZADA CLINICA E DIAGNOSTICO LTDA,UNICLINICAS,RUA,,N. 441,NOVO,DELMIRO GOUVEIA,AL,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
4645454000170,CENTRO OFTALMOLOGICO LYRA E ANTUNES E CIA LTDA,OCULARE,R. DESEMBRADAGOR TENORIO                ,,N. 80,FAROL               ,MACEIO,AL,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
4695546000165,COOPERATIVA DE SERVICOS MEDICOS DO ESTADO DE ALAGOAS LTDA,SERVIMED,RUA                                     ,,N. 20,FAROL               ,MACEIÓ,AL,"{""225103"": {""profissao"": ""Médico"", ""especialidades"": [""infectologista""]}, ""225109"": {""profissao"": ""Médico"", ""especialidades"": [""nefrologista""]}, ""225110"": {""profissao"": ""Médico"", ""especialidades"": [""alergista e imunologista""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225140"": {""profissao"": ""Médico"", ""especialidades"": [""do trabalho""]}, ""225150"": {""profissao"": ""Médico"", ""especialidades"": [""medicina intensiva""]}, ""225151"": {""profissao"": ""Médico"", ""especialidades"": [""anestesiologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}, ""225210"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião cardiovascular""]}, ""225215"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião de cabeça e pescoço""]}, ""225220"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião do aparelho digestivo""]}, ""225230"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião pediátrico""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}, ""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225295"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião da mão""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
