cnpj,razao_social,nome_fantasia,logradouro,numero,complemento,bairro,cidade,uf,telefone,email,latitude,longitude,endereco_completo
34534684000123,CEDRO - CLÍNICA DE ELETROACUPUNTURA E DOR REIS DO ORIENTE LTDA,CEDRO - CLÍNICA DE ELETROACUPUNTURA E DOR REIS DO ORIENTE,RUA DOM BOSCO 2 ,,NR 541,BOSQUE,RIO BRANCO,AC,"68999466463, 6821020552",CEDROATHOS@GMAIL.COM,-9.962458401,-67.81381066,"RUA DOM BOSCO 2 , BOSQUE, RIO BRANCO, AC, Brasil"
34703462000197,LABORATORIO DE ANALISES CLINICAS RIO BRANCO LTDA,LABORATORIO DE ANALISES CLINICAS RIO BRANCO,AVENIDA GETÚLIO VARGAS - DE 1523 A 2091 - LADO ÍMPAR,,NR 1909 ,BOSQUE,RIO BRANCO,AC,6832246760,"laboratorioriobranco_2@hotmail.com, laboratorioriobranco_2@hotmail.com",-9.979389,-67.8302,"AVENIDA GETÚLIO VARGAS - DE 1523 A 2091 - LADO ÍMPAR, BOSQUE, RIO BRANCO, AC, Brasil"
35297847000164,INSTITUTO MULTIDISCIPLINAR DE NEURODESENVOLVIMENTO LTDA,INSTITUTO ILUMINAR AUTISMO,RUA CAMBURIÚ ,,NR 250,VILAGE WILDE MACIEL,RIO BRANCO,AC,6821023252,institutoiluminarautismo@gmail.com,-9.956747,-67.820519,"RUA CAMBURIÚ , VILAGE WILDE MACIEL, RIO BRANCO, AC, Brasil"
36836794000175,A.I.M.C. COSTA E CIA LTDA,HEPATOGASTRO,R ALVORADA - DE 401/402 AO FIM,,NR 806,BOSQUE,RIO BRANCO,AC,"6821023749, 68984128573","hepatogastroac@gmail.com, hepatogastroac@gmail.com",-9.957631,-67.81469,"R ALVORADA - DE 401/402 AO FIM, BOSQUE, RIO BRANCO, AC, Brasil"
37223354000105,SERVICO DE ANESTESIA E CONTROLE DA DOR DO ACRE LTDA,SECURITY HEALTH ANESTESIA,TRAVESSA ATENAS ,, 67 - APTO 81,JARDIM EUROPA,RIO BRANCO,AC,6899940118,alexcallado@gmail.com,-9.956747,-67.820519,"TRAVESSA ATENAS , JARDIM EUROPA, RIO BRANCO, AC, Brasil"
40017513000120,LAB RIM LABORATORIO DE ANALISES CLINICAS DO HOSPITAL DO RIM LTDA,LAB RIM LABORATORIO DE ANALISES CLINICAS DO HOSPITAL DO RIM,AVENIDA NAÇÕES UNIDAS - DE 664 A 1144 - LADO PAR,,"1080 -   ANDAR 1, SALA 1",BOSQUE,RIO BRANCO,AC,68992293692,laboratoriodorim@gmail.com,-9.966528228,-67.81726383,"AVENIDA NAÇÕES UNIDAS - DE 664 A 1144 - LADO PAR, BOSQUE, RIO BRANCO, AC, Brasil"
40154930000114,CLINICA DE SAUDE E DESENVOLVIMENTO HUMANO ACOLHER LTDA,CLINICA ACOLHER,RUA DAS PALMEIRAS ,,NR 479,JARDIM TROPICAL,RIO BRANCO,AC,6899514508,"cleonasc_30@hotmail.com, cleonasc_30@hotmail.com",-15.79141238,-47.88110804,"RUA DAS PALMEIRAS , JARDIM TROPICAL, RIO BRANCO, AC, Brasil"
40258166000127,ORTOTRAUMA CLINICA MEDICA DE ORTOPEDIA E TRAUMATOLOGIA LTDA,ORTOTRAUMA CLINICA MEDICA,RUA HUGO CARNEIRO - ATÉ 1199/1200,,NR 94,BOSQUE,RIO BRANCO,AC,6892304982,administrativo@ortotrauma24hrs.com.br,-9.96266037,-67.81596435,"RUA HUGO CARNEIRO - ATÉ 1199/1200, BOSQUE, RIO BRANCO, AC, Brasil"
40276970730,EDSON MESSIAS DO NASCIMENTO CHAVES,EDSON MESSIAS DO NASCIMENTO CHAVES,R FLORIANO PEIXOTO - DE 480 AO FIM - LADO PAR,,NR 550,CENTRO,RIO BRANCO,AC,6892052651,"edsonmchaves@uol.com.br, edsonmchaves@uol.com.br",-9.97277,-67.81245,"R FLORIANO PEIXOTO - DE 480 AO FIM - LADO PAR, CENTRO, RIO BRANCO, AC, Brasil"
41622659000167,CENTRO DE ATENDIMENTO A SAUDE MENTAL DO ACRE LTDA,CENTRO DE ATENDIMENTO A SAUDE MENTAL DO ACRE (CASMAC),RUA FLORIANO PEIXOTO - DE 480 AO FIM - LADO PAR,,NR 550 - ANEXO CLINICA HUMANAMENTE,CENTRO,RIO BRANCO,AC,68999320837,"casmacltda@gmail.com, casmacltda@gmail.com",-9.97457,-67.81198,"RUA FLORIANO PEIXOTO - DE 480 AO FIM - LADO PAR, CENTRO, RIO BRANCO, AC, Brasil"
41888938000177,P S DE ALMEIDA LTDA,CLINICA DA FAMILIA,RUA PIAUÍ - DE 139/140 AO FIM,,NR 208,DOM GIOCONDO,RIO BRANCO,AC,"6832271838, 68999042797","clinicadafamiliarbac@gmail.com, psicopatriciaalmeida@gmail.com",-9.971755099,-67.81458886,"RUA PIAUÍ - DE 139/140 AO FIM, DOM GIOCONDO, RIO BRANCO, AC, Brasil"
41932747000165,ENDOMED LTDA,ENDOMED,RUA FRANCISCO MANGABEIRA ,,NR 45 - ANEXO HOSPITAL SÃO PEDRO,BOSQUE,RIO BRANCO,AC,6892061823,"endomedltda6@gmail.com, endomedltda6@gmail.com",-9.962035631,-67.80978667,"RUA FRANCISCO MANGABEIRA , BOSQUE, RIO BRANCO, AC, Brasil"
42405814000156,VERS CLINICA CARDIOLOGICA LTDA,CARDIOVIDA,RUA HUGO CARNEIRO - ATÉ 1199/1200,,,BOSQUE,RIO BRANCO,AC,"6833019008, 6899129835","cardiovida.vrst@gmail.com, cardiovida.vrst@gmail.com",-9.96555,-67.81448,"RUA HUGO CARNEIRO - ATÉ 1199/1200, BOSQUE, RIO BRANCO, AC, Brasil"
42997100291,JAKSON ROBERTO RAMOS DA SILVA,JAKSON ROBERTO RAMOS DA SILVA,RUA ALVORADA - DE 401/402 AO FIM,,NR 806 HOSPITAL SANTA JULIANA,BOSQUE,RIO BRANCO,AC,"6832243891, 6899932-3907, 68999562799",,-9.957631,-67.81469,"RUA ALVORADA - DE 401/402 AO FIM, BOSQUE, RIO BRANCO, AC, Brasil"
43461433268,FRANCISLEI LIMA DE FREITAS,FRANCISLEI LIMA DE FREITAS,RUA HUGO CARNEIRO - ATÉ 1199/1200,,NR 234 (CLINICA MEDAC),BOSQUE,RIO BRANCO,AC,"6832234087, 68999678858",,-9.963139,-67.81588,"RUA HUGO CARNEIRO - ATÉ 1199/1200, BOSQUE, RIO BRANCO, AC, Brasil"
43578716000183,CLINICA FORTALECER ATENDIMENTOS EM PSICOLOGIA LTDA,CLINICA FORTALECER,AVENIDA GETÚLIO VARGAS - DE 986 A 1522 - LADO PAR,,1227,BOSQUE,RIO BRANCO,AC,6832211238,"FORTALECERCLINICA@GMAIL.COM, FORTALECERCLINICA@GMAIL.COM",-9.96533,-67.81382,"AVENIDA GETÚLIO VARGAS - DE 986 A 1522 - LADO PAR, BOSQUE, RIO BRANCO, AC, Brasil"
44818412000109,MEDICINARTE DIAGNOSTICOS POR IMAGEM LTDA,MEDICINARTE DIAGNOSTICOS POR IMAGEM LTDA,RUA ANTUNES DE ALENCAR ,,152,BOSQUE,RIO BRANCO,AC,6899803830,medicinarteimagem@gmail.com,-9.96518,-67.81743,"RUA ANTUNES DE ALENCAR , BOSQUE, RIO BRANCO, AC, Brasil"
45415568000101,MAKARIOS CENTRO CLINICA DE DESENVOLVIMENTO TERAPEUTICO LTDA,SENTIDOS CLINICA,AVENIDA NAÇÕES UNIDAS - DE 1486/1487 A 2709/2710,,Nº 2329 ,7º BEC,RIO BRANCO,AC,"68999442709, 68999874013","hadassa@sentidosclinica.com, atendimentoriobranco@sentidosriobranco.com",-9.967385661,-67.82554191,"AVENIDA NAÇÕES UNIDAS - DE 1486/1487 A 2709/2710, 7º BEC, RIO BRANCO, AC, Brasil"
51071142291,MILAGROS LEOPOLDINA CLAVIJO VELAZQUEZ,MILAGROS LEOPOLDINA CLAVIJO VELAZQUEZ,RUA FELICIDADE ,,"NR 66 CONJUNTO PETROPOLIS, PROX. A AABB",CONJUNTO MARIANA,RIO BRANCO,AC,"68999736437, 6832441607","joacre@uol.com.br, joacre@uol.com.br",-9.961005,-67.84758,"RUA FELICIDADE , CONJUNTO MARIANA, RIO BRANCO, AC, Brasil"
54436923215,YADIRA SOTOLONGO CASTRESANA,YADIRA SOTOLONGO CASTRESANA,RUA ALVORADA - DE 401/402 AO FIM,,"168, SALA 01",BOSQUE,RIO BRANCO,AC,"6899985-2323, 68999852323","cmodoutorayadira@gmail.com, cmodoutorayadira@gmail.com",-9.94715573,-67.80160867,"RUA ALVORADA - DE 401/402 AO FIM, BOSQUE, RIO BRANCO, AC, Brasil"
56285388253,ROMEU DELILO JUNIOR,ROMEU DELILO JUNIOR,RUA MILTON MATOS ,,NR. 328 - CLINICA MEDERI,BOSQUE,RIO BRANCO,AC,68999658518,"juniordelilo@yahoo.com.br; juniordelilo@gmail.com, juniordelilo@yahoo.com.br; juniordelilo@gmail.com",-9.96139,-67.816,"RUA MILTON MATOS , BOSQUE, RIO BRANCO, AC, Brasil"
57995079249,RENATO CORREIA DA SILVA,RENATO CORREIA DA SILVA,RUA DOM BOSCO 2 ,,NR. 619,BOSQUE,RIO BRANCO,AC,"68999030242, 6832232092",,-9.97858,-67.81184,"RUA DOM BOSCO 2 , BOSQUE, RIO BRANCO, AC, Brasil"
63601751000183,LABORATORIO DE ANALISES CLINICAS CARLOS CHAGAS LTDA,LABORATORIO DE ANALISES CLINICAS CARLOS CHAGAS,AVENIDA CEARÁ - DE 2764 A 4200 - LADO PAR,,NR. 3896,7º BEC,RIO BRANCO,AC,6832262012,"convenio@lccac.com.br                            , convenio@lccac.com.br",-9.968381,-67.82744,"AVENIDA CEARÁ - DE 2764 A 4200 - LADO PAR, 7º BEC, RIO BRANCO, AC, Brasil"
71868348768,ELIZABETH DA SILVA SANTIAGO,ELIZABETH DA SILVA SANTIAGO,RUA ALVORADA - ATÉ 399/400,,NR 806 ANEXO HOSPITAL SANTA JULIANA,BOSQUE,RIO BRANCO,AC,68999541918,"sangela_jg@hotmail.com, sangela_jg@hotmail.com",-9.961716,-67.81281,"RUA ALVORADA - ATÉ 399/400, BOSQUE, RIO BRANCO, AC, Brasil"
73864412234,IDILA MONT ALVERNE XAVIER DE OLIVEIRA,IDILA MONT ALVERNE XAVIER DE OLIVEIRA,RUA HUGO CARNEIRO - ATÉ 1199/1200,,NR. 967 (CEMAC),BOSQUE,RIO BRANCO,AC,"6821027728, 68999208044","idilareumato2018@outlook.com, idilareumato2018@outlook.com",-9.963139,-67.81588,"RUA HUGO CARNEIRO - ATÉ 1199/1200, BOSQUE, RIO BRANCO, AC, Brasil"
84321959000119,LEON FABIO C DOS SANTOS,LAC-LAB. DE ANATOMIA PATOLOGICA E CITOPATOLOGIA DO ACRE,RUA GUIOMARD SANTOS ,,NR. 338,BOSQUE,RIO BRANCO,AC,"68999118992, 6832227927","laboratorio.lac15@gmail.com, laboratorio.lac15@gmail.com",-9.972034,-67.82652,"RUA GUIOMARD SANTOS , BOSQUE, RIO BRANCO, AC, Brasil"
84328400000110,S L ARMANI,CLINICA EQUILIBRIO,RUA DELMAR PISMEL ,,NR 125,CONJUNTO GUIOMARD SANTOS,RIO BRANCO,AC,"6832238888, 6832245034, 68992235230",,-9.960757,-67.80708,"RUA DELMAR PISMEL , CONJUNTO GUIOMARD SANTOS, RIO BRANCO, AC, Brasil"
294508000140,UNIDADE CARDIOLOGICA DE ALAGOAS LTDA,UNICAR,R,,N. 458,CENTRO,ARAPIRACA,AL,"82988571588, 82998015509, 8235221918","administracao@unicaralagoas.com.br, administracao@unicaralagoas.com.br",-9.753436,-36.662364,"R, CENTRO, ARAPIRACA, AL, Brasil"
725773472,ABELARDO BARBOSA ESPINDOLA,ABELARDO BARBOSA ESPINDOLA,RUA DO ENCANTO ,,N.177 - AO LADO CJ JOSE DA SILVA PEIXOTO,JACINTINHO,MACEIÓ,AL,8233204179,aespindola33@hotmail.com,-9.638715,-35.71965,"RUA DO ENCANTO , JACINTINHO, MACEIÓ, AL, Brasil"
748713409,VALQUIRIA MARIA BEZERRA DA SILVA LIRA,VALQUIRIA MARIA BEZERRA DA SILVA LIRA,RUA JOAQUIM NABUCO ,,N.74,FAROL,MACEIÓ,AL,8299607-9805 ,"neuropsi.psicologia@gmail.com, valquiria.maria@gmail.com",-15.79389312,-47.88274169,"RUA JOAQUIM NABUCO , FAROL, MACEIÓ, AL, Brasil"
763352403,MARCELO MENEZES MALTA,MARCELO MENEZES MALTA,RUA DEPUTADO ELISEU TEIXEIRA ,,"488, CENTRO DE ESPECIALIDADES DO HOSPITAL VIDA",PONTA VERDE,MACEIÓ,AL,823214-9700,"marcelommalta@yahoo.com.br, marcelommalta@yahoo.com.br",-9.654121,-35.703739,"RUA DEPUTADO ELISEU TEIXEIRA , PONTA VERDE, MACEIÓ, AL, Brasil"
767127455,KARINE BARBOZA DE MEDEIROS LIMA,KARINE BARBOZA DE MEDEIROS LIMA,AVENIDA DESEMBARGADOR BARRETO CARDOSO ,,N. 122 - CLINIVIDA,GRUTA DE LOURDES,MACEIÓ,AL,"8232418488, 8233382811, 8230358731","karinebml@hotmail.com, karinebml@hotmail.com",-9.6175075,-35.7380945,"AVENIDA DESEMBARGADOR BARRETO CARDOSO , GRUTA DE LOURDES, MACEIÓ, AL, Brasil"
768659400,MIRELLA ANDION MELO SANTOS RODRIGUES,MEDKIDS,AVENIDA DEPUTADA CECI CUNHA - ATÉ 271 - LADO ÍMPAR,,N. 157,ALTO DO CRUZEIRO,ARAPIRACA,AL,"82991891641, 82993415054","mirellaandionpediatra@gmail.com, adriana_isjc@hotmail.com",-9.66204,-35.73516,"AVENIDA DEPUTADA CECI CUNHA - ATÉ 271 - LADO ÍMPAR, ALTO DO CRUZEIRO, ARAPIRACA, AL, Brasil"
772632430,MIDYAN REBECA DE BARROS NOVAES,MIDYAN REBECA DE BARROS NOVAES,AVENIDA DEPUTADA CECI CUNHA - DE 435 AO FIM - LADO ÍMPAR,,1140 - CLINICA SONOCLINCARDIO,NOVO HORIZONTE,ARAPIRACA,AL,829 8189-7771,midyan.novaes@gmail.com,-9.740739,-36.634331,"AVENIDA DEPUTADA CECI CUNHA - DE 435 AO FIM - LADO ÍMPAR, NOVO HORIZONTE, ARAPIRACA, AL, Brasil"
881913464,DIOGO LUCAS BARROS PEREIRA,DIOGO LUCAS BARROS PEREIRA,RUA DOUTOR OSÉAS TENÓRIO ,,N. 192 - SALUTTI,GRUTA DE LOURDES,MACEIÓ,AL,8233132474,"diogolucas_@hotmail.com, diogolucas_@hotmail.com",-9.6226782,-35.7372773,"RUA DOUTOR OSÉAS TENÓRIO , GRUTA DE LOURDES, MACEIÓ, AL, Brasil"
1013075439,YASMIN CAVALCANTI DUARTE DE OLIVEIRA,YASMIN CAVALCANTI DUARTE DE OLIVEIRA,AVENIDA,,CLIMAP,GRUTA DE LOURDES,MACEIÓ,AL,"8233385154, 8233381439",yasmin_duarte@yahoo.com.br,-9.6191425,-35.7371047,"AVENIDA, GRUTA DE LOURDES, MACEIÓ, AL, Brasil"
1026686474,ALESSANDRA CINTHYA DUARTE LOPES,ALESSANDRA CINTHYA DUARTE LOPES,RUA DOUTOR JOSÉ AFFONSO DE MELLO ,,N. 68  - HARMONY MEDICAL CENTER,JATIÚCA,MACEIÓ,AL,82993446028,"acduartelopes@gmail.com, saudevida721@gmail.com",-9.6475572,-35.7051921,"RUA DOUTOR JOSÉ AFFONSO DE MELLO , JATIÚCA, MACEIÓ, AL, Brasil"
1295308000174,CUYABANO SERVICOS MEDICOS EIRELI,CONSULTORIO NELSON CUYABANO,"AVENIDA COMENDADOR GUSTAVO PAIVA, 2990, MACEIÓ SHOPPING",,N. 2990 LOJA 309 2º PISO - GASTROMED,MANGABEIRAS,MACEIÓ,AL,"8233274212, 8221217713, 8221217714, 8233252985, 8233270136, 8233257470","nelsoncuyabano@hotmail.com, suportefature@outlook.com",-9.638062,-35.70425,"AVENIDA COMENDADOR GUSTAVO PAIVA, 2990, MACEIÓ SHOPPING, MANGABEIRAS, MACEIÓ, AL, Brasil"
1473288000184,PAIVA E GAMA LTDA,SCHWARTZ E PAIVA MEDICINA AVANCADA,AVENIDA SILVIO CARLOS VIANA ,,N 1751,PONTA VERDE,MACEIÓ,AL,8233274500,"paivaegama.marta@gmail.com, paivaegama.marta@gmail.com",-9.664087,-35.70794,"AVENIDA SILVIO CARLOS VIANA , PONTA VERDE, MACEIÓ, AL, Brasil"
1677488000159,CENTRO CLINICO E CARDIOLOGICO LTDA,CENTRO CLINICO E CARDIOLOGICO,AV,,N. 796 - S/23,POCO,MACEIO,AL,8233365045,"centroclinicoecardiologico@outlook.com, centroclinicoecardiologico@outlook.com",-9.66892580572171,-35.7303710301636,"AV, POCO, MACEIO, AL, Brasil"
1707112000140,COOPERATIVA DOS MEDICOS DA SANTA CASA DE MACEIO,SANTACOOP-MCZ,R DIAS CABRAL - ATÉ 559/560,,N. 424,CENTRO,MACEIÓ,AL,"8233116600, 8240096001, 8233362972, 8200000000000",lidiane.gerencia@santacoop-mcz.com.br,-9.66566520977914,-35.7420167571472,"R DIAS CABRAL - ATÉ 559/560, CENTRO, MACEIÓ, AL, Brasil"
1777047000129,INSTITUTO DA MAMA DE ALAGOAS LTDA,INSTITUTO DA MAMA DE ALAGOAS,AVENIDA DESEMBARGADOR VALENTE DE LIMA - ATÉ 88/89,,N. 33,MANGABEIRAS,MACEIÓ,AL,"8221212913, 8221212915, 8221212900, 8233271600","faturamento.imama@gmail.com, imama@ibest.com.br",-9.64365607086321,-35.7105492767212,"AVENIDA DESEMBARGADOR VALENTE DE LIMA - ATÉ 88/89, MANGABEIRAS, MACEIÓ, AL, Brasil"
1840603000164,POLICLINICA AGAPE LTDA,POLICLINICA AGAPE,PRAÇA TREZE DE MAIO ,,Nº 154,POÇO,MACEIÓ,AL,"8233263660, 82981693056",contabilidade@nobrescontabil.com,-9.6664135,-35.7278973,"PRAÇA TREZE DE MAIO , POÇO, MACEIÓ, AL, Brasil"
1864858000167,DILAB- DIAGNOSTICO LABORATORIAL S/S LTDA,DILAB LABORATORIO,RUA DOUTOR JOSÉ AFFONSO DE MELLO ,,N. 68 TERREO - HARMONY MEDICAL CENTER,JATIÚCA,MACEIÓ,AL,823021-1331,"vitor@laboratoriodilab.com.br, faturamento@laboratoriodilab.com.br",-9.64803,-35.70639,"RUA DOUTOR JOSÉ AFFONSO DE MELLO , JATIÚCA, MACEIÓ, AL, Brasil"
1898935408,SANIA CRISTINA FERREIRA DA SILVA,SANIA CRISTINA FERREIRA DA SILVA,R DA ROSA DA FONSECA ,,N. 46,PRADO,MACEIÓ,AL,"8230342049, 82988824678, 8233161600","scfs@hotmail.com, aelfon@gmail.com",-9.669175,-35.74337,"R DA ROSA DA FONSECA , PRADO, MACEIÓ, AL, Brasil"
1915949000184,ONCOCLINICA SERVICOS ONCOLOGICOS LTDA,ONCOCLINICA,RUA JOSÉ FREIRE MOURA ,,N. 45,PONTA VERDE,MACEIÓ,AL,"8233270900, 8233274659, 8232315754","faturamento@oncoclinica.com, faturamento@oncoclinica.com",-9.660996,-35.70436,"RUA JOSÉ FREIRE MOURA , PONTA VERDE, MACEIÓ, AL, Brasil"
1992004404,FABIANA PIECH NUNES FERRO,FABIANA PIECH NUNES FERRO,AVENIDA DOM ANTÔNIO BRANDÃO ,,Nº 203 - PREDIO OFFICE,FAROL,MACEIÓ,AL,"8230278718, 8221260772",fpiech@uol.com.br,-9.6583,-35.73133,"AVENIDA DOM ANTÔNIO BRANDÃO , FAROL, MACEIÓ, AL, Brasil"
2042694000155,COOPERATIVA DOS MEDICOS DO HOSPITAL DA AGRO INDUSTRIA DO ACUCAR E DO ALCOOL DE ALAGOAS,COOPHAIA - MCZ,AVENIDA FERNANDES LIMA - ATÉ 812 - LADO PAR,,KM 05 - CENTRO MEDICO HOSPITAL VEREDAS,FAROL,MACEIÓ,AL,"8232180370, 8299314-0452, 823512-5544, 8232180390","gerenciacoophaia@centromedicodoacucar.com.br, gerenciacoophaia@centromedicodoacucar.com.br",-9.646395,-35.73399,"AVENIDA FERNANDES LIMA - ATÉ 812 - LADO PAR, FAROL, MACEIÓ, AL, Brasil"
2044855410,HERNILZA GOES DE OLIVEIRA,HERNILZA GOES DE OLIVEIRA,RUA DOM VITAL ,,85,FAROL,MACEIÓ,AL,"8233136640, 8299107-6760","hernilza_ps@hotmail.com, hernilza_ps@hotmail.com",-9.654894,-35.733067,"RUA DOM VITAL , FAROL, MACEIÓ, AL, Brasil"
2080885472,FRANCISCO AMERICO DE ALMEIDA SILVA,FRANCISCO AMERICO DE ALMEIDA SILVA,RUA,,SALA 902 EDF EMPRESARIAL JOSÉ LAGES,PONTA VERDE,MACEIÓ,AL,8232216004,"faas_52@hotmail.com, faas_52@hotmail.com",-9.6567435,-35.7036662,"RUA, PONTA VERDE, MACEIÓ, AL, Brasil"
2108799000160,UNIDADE DE NEFROLOGIA DE ALAGOAS LTDA,UNIRIM - AL,AVENIDA ARYOSVALDO PEREIRA CINTRA ,,N. 152 - HOSPITAL DO CORAÇÃO,GRUTA DE LOURDES,MACEIÓ,AL,8233381956,"monicamarcelino7@hotmail.com, unirimalagoas2@gmail.com",-9.6192049,-35.7369056,"AVENIDA ARYOSVALDO PEREIRA CINTRA , GRUTA DE LOURDES, MACEIÓ, AL, Brasil"
2157008489,CARLOS ROMERIO COSTA FERRO,CARLOS ROMERIO COSTA FERRO,AVENIDA FERNANDES LIMA - ATÉ 1497 - LADO ÍMPAR,,HOSPITAL VEREDAS,FAROL,MACEIÓ,AL,8232416377,crferro@uol.com.br,-9.643565,-35.73491,"AVENIDA FERNANDES LIMA - ATÉ 1497 - LADO ÍMPAR, FAROL, MACEIÓ, AL, Brasil"
2190770459,JOSE NUNES DA SILVA,JOSE NUNES DA SILVA,AV,,KM 05,FAROL,MACEIO,AL,8232180370,"jonusil02@uol.com.br, jonusil@uol.com.br",-9.62471290657001,-35.7370223304413,"AV, FAROL, MACEIO, AL, Brasil"
2230590480,ELIONAI DA SILVA CABRAL,ELIONAI DA SILVA CABRAL,AVENIDA DOM ANTÔNIO BRANDÃO ,,N. 315 - SL 16 - CENTRO EMPRESARIAL MEGA OFFICE,FAROL,MACEIÓ,AL,8233177548,elionaicabralal@hotmail.com,-9.6583,-35.73133,"AVENIDA DOM ANTÔNIO BRANDÃO , FAROL, MACEIÓ, AL, Brasil"
2250873402,KARINE DIAS VANDERLEI COIMBRA,KARINE DIAS VANDERLEI COIMBRA,RUA,,"N. 118, SL 412 - EDF. HARMONY TRADE CENTER",JATIÚCA,MACEIO,AL,8230223332,"karinedvc@hotmail.com, karinedvc@hotmail.com",-9.6479284,-35.7061271,"RUA, JATIÚCA, MACEIO, AL, Brasil"
2273152000193,INSTITUTO DE OTORRINOLARINGOLOGIA E FONOAUDIOLOGIA DE ALAGOAS S/S LTDA,OTOCLINIC,AVENIDA DOM ANTÔNIO BRANDÃO ,,N. 354,FAROL,MACEIÓ,AL,"8232181010, 8232181007, 8232181021","faturamento@otoclinical.com.br, faturamento@otoclinical.com.br",-9.6583,-35.73133,"AVENIDA DOM ANTÔNIO BRANDÃO , FAROL, MACEIÓ, AL, Brasil"
2321947000120,"C D I - CENTRO DE IMAGEM, DIAGNOSTICO E TRATAMENTO LTDA",IMAGEM PLENA,AVENIDA JOÃO DAVINO - DE 766 AO FIM - LADO PAR,,N 766,MANGABEIRAS,MACEIÓ,AL,"8233771911, 8233771912, 8230269678, 82998447655","faturamento@imagemplena.com.br, faturamento@imagemplena.com.br",-9.64309648990645,-35.7035616317078,"AVENIDA JOÃO DAVINO - DE 766 AO FIM - LADO PAR, MANGABEIRAS, MACEIÓ, AL, Brasil"
2346295418,VANESSA GOMES DE OLIVEIRA SANTANA,VANESSA GOMES DE OLIVEIRA SANTANA,RUA ÍRIS ALAGOENSE ,,297,FAROL,MACEIÓ,AL,"8232210934, 82999167112","vanessagosantana@gmail.com, vanessagosantana@gmail.com",-9.652539,-35.73509,"RUA ÍRIS ALAGOENSE , FAROL, MACEIÓ, AL, Brasil"
2522221485,SILVIA PATRICIA DE SOUZA SILVA,SILVIA PATRICIA DE SOUZA SILVA,RUA BACHAREL FLORIANO IVO ,,174,FAROL,MACEIÓ,AL,"82988922951, 82996229713",silviapatriciapsi@gmail.com,-9.645487,-35.73592,"RUA BACHAREL FLORIANO IVO , FAROL, MACEIÓ, AL, Brasil"
2587195403,AILSON NICACIO LUCENA,AILSON NICACIO LUCENA,AV,,SALA 1 - PAI CONSULTÓRIOS ASSOCIADOS,SANTA LUZIA,PENEDO,AL,"82999127593, 82993319681, 8235512349","ailsonl@hotmail.com, paiconsultorios@hotmail.com",-10.29307,-36.5733,"AV, SANTA LUZIA, PENEDO, AL, Brasil"
2939989000129,UROMED SOCIEDADE CIVIL LTDA,UROMED,RUA DOUTOR MANOEL GONÇALVES FERREIRA ,,99,GRUTA DE LOURDES,MACEIÓ,AL,823336-6729,"uromedltda@yahoo.com.br, uromedltda@yahoo.com.br",-15.79407955,-47.88251464,"RUA DOUTOR MANOEL GONÇALVES FERREIRA , GRUTA DE LOURDES, MACEIÓ, AL, Brasil"
3167154411,RODRIGO CARVALHO MONTEIRO,RODRIGO CARVALHO MONTEIRO,R,,N. 77,G LOURDES,MACEIO,AL,8221212800,"oftalmomonteiro@gmail.com, oftalmorodrigo@yahoo.com.br",-9.61683482144134,-35.7386559825562,"R, G LOURDES, MACEIO, AL, Brasil"
3282438419,MARINA VIEGAS MOURA REZENDE RIBEIRO,MARINA VIEGAS MOURA REZENDE RIBEIRO,RUA,,Nº 48,CENTRO,MACEIO,AL,8232218264,dra.marinaribeiro@gmail.com,-9.6659835,-35.7315873,"RUA, CENTRO, MACEIO, AL, Brasil"
3393554417,ROSEANE DE ALMEIDA MENDONCA,ROSEANE DE ALMEIDA MENDONCA,RUA GASPAR FERRARI ,,N 255,PONTA VERDE,MACEIÓ,AL,82988205828,"roseane-mendonca@hotmail.com, roseanebrenoamor@gmail.com",-9.6609019,-35.705926,"RUA GASPAR FERRARI , PONTA VERDE, MACEIÓ, AL, Brasil"
3465740000191,CLINICA MULTIFUNCIONAL BEM ESTAR LTDA,CLINICA BEM ESTAR,AVENIDA JUCA SAMPAIO ,,"2247, SALA 49 A 53, SHOPPING MIRAMAR",FEITOSA,MACEIÓ,AL,"82 3436-8777, 8299305-5102","CLINICAMBE@GMAIL.COM, CLINICAMBE@GMAIL.COM",-9.635182,-35.70963,"AVENIDA JUCA SAMPAIO , FEITOSA, MACEIÓ, AL, Brasil"
3585073409,CINTIA ALBUQUERQUE AMORIM,CINTIA ALBUQUERQUE AMORIM,PRAÇA DO CENTENÁRIO ,,AV FERNANDES LIMA N 08 SL 612/613 CENTENARIO OFFICE,FAROL,MACEIÓ,AL,8231859810,"cintiaamorim.nut@gmail.com, cintiaamorim.nut@gmail.com",-9.66204,-35.73516,"PRAÇA DO CENTENÁRIO , FAROL, MACEIÓ, AL, Brasil"
3673401000109,FISIO TERAPIAS INTERDISCIPLINARES LTDA,FISIO TERAPIAS INTERDISCIPLINARES,RUA PROFESSOR AURINO MACIEL ,,N. 187,FAROL,MACEIÓ,AL,"8233264015, 8233361513","fisio@fisio-al.com.br, contato@fisio-al.com.br",-9.65722273550139,-35.7315213833282,"RUA PROFESSOR AURINO MACIEL , FAROL, MACEIÓ, AL, Brasil"
